"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@WhatSidSays ikr <ed><U+00A0><U+00BD><ed><U+00B8><U+00B2> #Oscars Vanity Fair party",FALSE,0,"WhatSidSays",2016-03-01 03:12:51,FALSE,"704498348963672064","704504646740488193","39520547","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasmine30STM",0,FALSE,FALSE,NA,NA
"2","RT @THR: #Oscars: Leonardo DiCaprio uses acceptance speech to bring attention to climate change https://t.co/KCePDubnVV https://t.co/sKgKTq…",FALSE,0,NA,2016-03-01 03:12:51,FALSE,NA,"704504644756774913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","horaciocarrasc4",12626,TRUE,FALSE,NA,NA
"3","RT @ElEfectoAxe: @LeoDiCaprio La espera terminó. #Oscars #UnOscarParaLeo https://t.co/TRsHGh0H0I",FALSE,0,NA,2016-03-01 03:12:50,FALSE,NA,"704504643649462273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luisfervaldes20",73,TRUE,FALSE,NA,NA
"4","Belatedly watching the #Oscars. Glad we didn't rush home yesterday for it. Had its moments. The memories from our trip are more valuable.",FALSE,0,NA,2016-03-01 03:12:50,FALSE,NA,"704504643217305601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","missbethg",0,FALSE,FALSE,NA,NA
"5","RT @Refinery29: ACTUAL FOOTAGE OF LEO CELEBRATING RN. #Oscars https://t.co/pMZSSTfvwK",FALSE,0,NA,2016-03-01 03:12:50,FALSE,NA,"704504642386980864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ljuribarry",23987,TRUE,FALSE,NA,NA
"6","RT @tvsorrisi: Per commentare gli #Oscars Sorrisi ha una cinefila d'eccezione: NOEMI! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> IL VIDEO: https://t.co/6Vk9GuCDb4 https://t.co…",FALSE,0,NA,2016-03-01 03:12:50,FALSE,NA,"704504640545673216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GiorgiaTadiello",36,TRUE,FALSE,NA,NA
"7","RT @therebeccasun: Asian #Oscars-watch: The closest East Asians get to the stage is three silent little kids for a math joke. And an iPhone…",FALSE,0,NA,2016-03-01 03:12:49,FALSE,NA,"704504637991337986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TySorrell",256,TRUE,FALSE,NA,NA
"8","RT @gagadaily: Gaga on Ellen #Oscars https://t.co/6a9QlhvJRl",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504635831164928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OregelJoselyn",55,TRUE,FALSE,NA,NA
"9","RT @gagadaily: Gaga on Ellen #Oscars https://t.co/6a9QlhvJRl",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504634707206146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ratchetqueen17",55,TRUE,FALSE,NA,NA
"10","RT @Courtney: <U+2764> @taylorswift13 @lorde these two win the Oscar for art, talent,voice and astonishing beauty, hands down!  #Oscars https://t.…",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504634518347776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nunswift",621,TRUE,FALSE,NA,NA
"11","I loved all the winners of the Oscars last night #Oscars",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504634170150912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DigitalShark33",0,FALSE,FALSE,NA,NA
"12","RT @Im_Chanel1: Quédate con quien te espere tanto como Leonardo esperó los #Oscars <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504633629147136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fabiola25975962",1352,TRUE,FALSE,NA,NA
"13","Its the year of #Leo at #Oscars",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504633029431296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shirodkar_Sagar",0,FALSE,FALSE,NA,NA
"14","RT @flosdrums: ALEJANDRO IS LAUGHING #oscars https://t.co/dugQo5gbJG",FALSE,0,NA,2016-03-01 03:12:48,FALSE,NA,"704504632513441792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ImagineAleyda",47,TRUE,FALSE,NA,NA
